案件ID,行程,メンバー,所属,チーム,月,時間
PJ-2019-A,サーバ実装,PTA-A0047,協力会社A,開発支援チーム,2019-09,85.4
PJ-2019-A,シナリオ執筆,EMP-A0013,自社,ゲームデザイン部,2019-09,98.3
PJ-2019-A,シナリオ執筆,EMP-A0015,自社,ゲームデザイン部,2019-09,26.7
PJ-2019-A,シナリオ執筆,EMP-A0018,自社,ゲームデザイン部,2019-09,115.5
PJ-2019-A,シナリオ執筆,EMP-A0019,自社,ゲームデザイン部,2019-09,78.1
PJ-2019-A,シナリオ執筆,PTA-A0022,協力会社A,GDチーム,2019-09,180.2
PJ-2019-A,ツール開発,EMP-A0025,自社,第1開発部,2019-09,119.4
PJ-2019-A,ツール開発,PTA-A0044,協力会社A,開発支援チーム,2019-09,111.1
PJ-2019-A,デバッグ,PTC-A0113,協力会社C,デバッグチーム,2019-09,4.7
PJ-2019-A,バトルデザイン,EMP-A0009,自社,ゲームデザイン部,2019-09,61.4
PJ-2019-A,バトルデザイン,EMP-A0011,自社,ゲームデザイン部,2019-09,134.6
PJ-2019-A,バトルデザイン,EMP-A0012,自社,ゲームデザイン部,2019-09,111.9
PJ-2019-A,バトルデザイン,EMP-A0014,自社,ゲームデザイン部,2019-09,105.7
PJ-2019-A,バトルデザイン,EMP-A0016,自社,ゲームデザイン部,2019-09,137.9
PJ-2019-A,プロジェクト管理,EMP-A0129,自社,PMO,2019-09,138.8
PJ-2019-A,プロジェクト管理,EMP-A0130,自社,PMO,2019-09,130.8
PJ-2019-A,プロジェクト管理,EMP-A0131,自社,PMO,2019-09,81.2
PJ-2019-A,プロジェクト管理,EMP-A0132,自社,PMO,2019-09,138.8
PJ-2019-A,プロトタイプ制作,EMP-A0001,自社,企画部,2019-09,50.7
PJ-2019-A,プロトタイプ制作,EMP-A0002,自社,企画部,2019-09,109.2
PJ-2019-A,プロトタイプ制作,EMP-A0003,自社,企画部,2019-09,184.4
PJ-2019-A,プロトタイプ制作,EMP-A0004,自社,企画部,2019-09,83.9
PJ-2019-A,プロトタイプ制作,EMP-A0005,自社,企画部,2019-09,154.3
PJ-2019-A,プロトタイプ制作,EMP-A0006,自社,企画部,2019-09,78.5
PJ-2019-A,プロトタイプ制作,EMP-A0007,自社,企画部,2019-09,183.6
PJ-2019-A,プロトタイプ制作,EMP-A0008,自社,企画部,2019-09,196.3
PJ-2019-A,ボイス収録,EMP-A0096,自社,サウンド部,2019-09,13.7
PJ-2019-A,レベルデザイン,EMP-A0009,自社,ゲームデザイン部,2019-09,71.3
PJ-2019-A,レベルデザイン,EMP-A0012,自社,ゲームデザイン部,2019-09,48.9
PJ-2019-A,レベルデザイン,EMP-A0013,自社,ゲームデザイン部,2019-09,157.1
PJ-2019-A,レベルデザイン,EMP-A0014,自社,ゲームデザイン部,2019-09,96.9
PJ-2019-A,レベルデザイン,PTA-A0020,協力会社A,GDチーム,2019-09,194.1
PJ-2019-A,レベルデザイン,PTA-A0022,協力会社A,GDチーム,2019-09,65.4
PJ-2019-A,企画書作成,EMP-A0002,自社,企画部,2019-09,90.4
PJ-2019-A,企画書作成,EMP-A0004,自社,企画部,2019-09,117.3
PJ-2019-A,企画書作成,EMP-A0005,自社,企画部,2019-09,141.7
PJ-2019-A,企画立案,EMP-A0001,自社,企画部,2019-09,137.8
PJ-2019-A,企画立案,EMP-A0002,自社,企画部,2019-09,69.5
PJ-2019-A,企画立案,EMP-A0003,自社,企画部,2019-09,83.5
PJ-2019-A,企画立案,EMP-A0005,自社,企画部,2019-09,72.2
PJ-2019-A,企画立案,EMP-A0006,自社,企画部,2019-09,233.4
PJ-2019-A,企画立案,EMP-A0007,自社,企画部,2019-09,80.8
PJ-2019-A,企画立案,EMP-A0008,自社,企画部,2019-09,69.2
PJ-2019-A,市場調査,EMP-A0002,自社,企画部,2019-09,136.8
PJ-2019-A,市場調査,EMP-A0005,自社,企画部,2019-09,94.3
PJ-2019-A,市場調査,EMP-A0006,自社,企画部,2019-09,148.0
PJ-2019-A,市場調査,EMP-A0008,自社,企画部,2019-09,54.6
PJ-2019-A,最適化,EMP-A0034,自社,第1開発部,2019-09,56.0
PJ-2019-A,最適化,EMP-A0035,自社,第1開発部,2019-09,127.8
PJ-2019-A,最適化,EMP-A0036,自社,第1開発部,2019-09,99.4
PJ-2019-A,移植対応,EMP-A0032,自社,第1開発部,2019-09,120.7
PJ-2019-A,移植対応,EMP-A0035,自社,第1開発部,2019-09,99.6
PJ-2019-A,背景モデリング,EMP-A0057,自社,アート部,2019-09,276.8
PJ-2019-A,背景モデリング,EMP-A0062,自社,アート部,2019-09,45.2
PJ-2019-A,背景モデリング,EMP-A0065,自社,アート部,2019-09,89.9
PJ-2019-A,背景モデリング,PTB-A0082,協力会社B,3DCGチーム,2019-09,49.0
PJ-2019-A,進行管理,EMP-A0127,自社,PMO,2019-09,68.6
PJ-2019-A,進行管理,EMP-A0128,自社,PMO,2019-09,109.1
PJ-2019-A,進行管理,EMP-A0131,自社,PMO,2019-09,110.1
PJ-2019-A,2Dイラスト,PTB-A0075,協力会社B,3DCGチーム,2019-10,85.7
PJ-2019-A,2Dイラスト,PTC-A0090,協力会社C,2Dアートチーム,2019-10,115.7
PJ-2019-A,BGM制作,PTC-A0098,協力会社C,サウンドチーム,2019-10,36.6
PJ-2019-A,SE制作,EMP-A0097,自社,サウンド部,2019-10,28.0
PJ-2019-A,UI/UX設計,EMP-A0010,自社,ゲームデザイン部,2019-10,62.1
PJ-2019-A,UI/UX設計,EMP-A0013,自社,ゲームデザイン部,2019-10,66.0
PJ-2019-A,UI/UX設計,EMP-A0015,自社,ゲームデザイン部,2019-10,149.2
PJ-2019-A,UIアート,EMP-A0068,自社,アート部,2019-10,84.2
PJ-2019-A,UIアート,PTC-A0092,協力会社C,2Dアートチーム,2019-10,90.3
PJ-2019-A,アニメーション,EMP-A0060,自社,アート部,2019-10,41.6
PJ-2019-A,アニメーション,PTB-A0079,協力会社B,3DCGチーム,2019-10,157.6
PJ-2019-A,アニメーション,PTC-A0086,協力会社C,2Dアートチーム,2019-10,98.4
PJ-2019-A,エフェクト,EMP-A0062,自社,アート部,2019-10,98.0
PJ-2019-A,エフェクト,PTB-A0080,協力会社B,3DCGチーム,2019-10,74.4
PJ-2019-A,エンジン開発,EMP-A0030,自社,第1開発部,2019-10,146.9
PJ-2019-A,エンジン開発,PTA-A0048,協力会社A,開発支援チーム,2019-10,116.7
PJ-2019-A,キャラクターモデリング,EMP-A0061,自社,アート部,2019-10,143.9
PJ-2019-A,キャラクターモデリング,PTB-A0075,協力会社B,3DCGチーム,2019-10,41.8
PJ-2019-A,キャラクターモデリング,PTC-A0083,協力会社C,2Dアートチーム,2019-10,115.4
PJ-2019-A,キャラクターモデリング,PTC-A0091,協力会社C,2Dアートチーム,2019-10,86.3
PJ-2019-A,クライアント実装,EMP-A0024,自社,第1開発部,2019-10,194.0
PJ-2019-A,クライアント実装,EMP-A0035,自社,第1開発部,2019-10,81.6
PJ-2019-A,クライアント実装,EMP-A0036,自社,第1開発部,2019-10,87.3
PJ-2019-A,クライアント実装,EMP-A0037,自社,第2開発部,2019-10,102.3
PJ-2019-A,クライアント実装,PTA-A0044,協力会社A,開発支援チーム,2019-10,93.9
PJ-2019-A,クライアント実装,PTA-A0047,協力会社A,開発支援チーム,2019-10,126.6
PJ-2019-A,ゲームバランス調整,EMP-A0010,自社,ゲームデザイン部,2019-10,37.4
PJ-2019-A,ゲームバランス調整,EMP-A0017,自社,ゲームデザイン部,2019-10,97.5
PJ-2019-A,ゲームバランス調整,EMP-A0018,自社,ゲームデザイン部,2019-10,160.4
PJ-2019-A,サーバ実装,EMP-A0023,自社,第1開発部,2019-10,66.0
PJ-2019-A,サーバ実装,EMP-A0026,自社,第1開発部,2019-10,88.0
PJ-2019-A,サーバ実装,EMP-A0035,自社,第1開発部,2019-10,124.9
PJ-2019-A,シナリオ執筆,EMP-A0010,自社,ゲームデザイン部,2019-10,77.9
PJ-2019-A,シナリオ執筆,EMP-A0012,自社,ゲームデザイン部,2019-10,101.1
PJ-2019-A,シナリオ執筆,EMP-A0015,自社,ゲームデザイン部,2019-10,106.1
PJ-2019-A,シナリオ執筆,EMP-A0017,自社,ゲームデザイン部,2019-10,110.8
PJ-2019-A,ツール開発,EMP-A0029,自社,第1開発部,2019-10,129.2
PJ-2019-A,ツール開発,EMP-A0032,自社,第1開発部,2019-10,40.8
PJ-2019-A,デバッグ,PTC-A0125,協力会社C,デバッグチーム,2019-10,7.3
PJ-2019-A,バトルデザイン,EMP-A0010,自社,ゲームデザイン部,2019-10,147.1
PJ-2019-A,バトルデザイン,EMP-A0012,自社,ゲームデザイン部,2019-10,162.5
PJ-2019-A,バトルデザイン,EMP-A0015,自社,ゲームデザイン部,2019-10,71.2
PJ-2019-A,バトルデザイン,EMP-A0018,自社,ゲームデザイン部,2019-10,30.8
PJ-2019-A,プロジェクト管理,EMP-A0127,自社,PMO,2019-10,85.0
PJ-2019-A,プロジェクト管理,EMP-A0128,自社,PMO,2019-10,98.9
PJ-2019-A,プロジェクト管理,EMP-A0129,自社,PMO,2019-10,191.2
PJ-2019-A,プロジェクト管理,EMP-A0131,自社,PMO,2019-10,52.8
PJ-2019-A,プロトタイプ制作,EMP-A0001,自社,企画部,2019-10,52.3
PJ-2019-A,プロトタイプ制作,EMP-A0002,自社,企画部,2019-10,182.3
PJ-2019-A,プロトタイプ制作,EMP-A0003,自社,企画部,2019-10,120.9
PJ-2019-A,プロトタイプ制作,EMP-A0005,自社,企画部,2019-10,98.1
PJ-2019-A,プロトタイプ制作,EMP-A0007,自社,企画部,2019-10,150.8
PJ-2019-A,ボイス収録,EMP-A0096,自社,サウンド部,2019-10,16.9
PJ-2019-A,レベルデザイン,EMP-A0013,自社,ゲームデザイン部,2019-10,99.4
PJ-2019-A,レベルデザイン,EMP-A0015,自社,ゲームデザイン部,2019-10,84.4
PJ-2019-A,レベルデザイン,EMP-A0018,自社,ゲームデザイン部,2019-10,126.2
PJ-2019-A,レベルデザイン,EMP-A0019,自社,ゲームデザイン部,2019-10,53.5
PJ-2019-A,レベルデザイン,PTA-A0022,協力会社A,GDチーム,2019-10,198.5
PJ-2019-A,企画書作成,EMP-A0002,自社,企画部,2019-10,138.6
PJ-2019-A,企画書作成,EMP-A0006,自社,企画部,2019-10,75.0
PJ-2019-A,企画立案,EMP-A0002,自社,企画部,2019-10,168.0
PJ-2019-A,企画立案,EMP-A0003,自社,企画部,2019-10,99.1
PJ-2019-A,企画立案,EMP-A0004,自社,企画部,2019-10,50.4
PJ-2019-A,企画立案,EMP-A0006,自社,企画部,2019-10,131.3
PJ-2019-A,市場調査,EMP-A0004,自社,企画部,2019-10,83.8
PJ-2019-A,市場調査,EMP-A0005,自社,企画部,2019-10,117.1
PJ-2019-A,最適化,EMP-A0026,自社,第1開発部,2019-10,81.4
PJ-2019-A,最適化,EMP-A0032,自社,第1開発部,2019-10,53.0
PJ-2019-A,最適化,PTA-A0045,協力会社A,開発支援チーム,2019-10,150.4
PJ-2019-A,移植対応,PTB-A0051,協力会社B,エンジニアリングチーム,2019-10,160.6
PJ-2019-A,背景モデリング,EMP-A0058,自社,アート部,2019-10,178.9
PJ-2019-A,背景モデリング,EMP-A0062,自社,アート部,2019-10,74.5
PJ-2019-A,背景モデリング,EMP-A0063,自社,アート部,2019-10,99.1
PJ-2019-A,進行管理,EMP-A0131,自社,PMO,2019-10,160.9
PJ-2019-A,進行管理,EMP-A0132,自社,PMO,2019-10,53.6
PJ-2019-A,2Dイラスト,PTB-A0071,協力会社B,3DCGチーム,2019-11,133.0
PJ-2019-A,2Dイラスト,PTC-A0090,協力会社C,2Dアートチーム,2019-11,81.8
PJ-2019-A,BGM制作,EMP-A0097,自社,サウンド部,2019-11,43.4
PJ-2019-A,SE制作,EMP-A0096,自社,サウンド部,2019-11,39.2
PJ-2019-A,UI/UX設計,EMP-A0018,自社,ゲームデザイン部,2019-11,126.8
PJ-2019-A,UI/UX設計,EMP-A0019,自社,ゲームデザイン部,2019-11,136.5
PJ-2019-A,UIアート,EMP-A0062,自社,アート部,2019-11,140.0
PJ-2019-A,UIアート,PTC-A0090,協力会社C,2Dアートチーム,2019-11,109.0
PJ-2019-A,アニメーション,PTB-A0077,協力会社B,3DCGチーム,2019-11,115.9
PJ-2019-A,アニメーション,PTC-A0089,協力会社C,2Dアートチーム,2019-11,77.4
PJ-2019-A,アニメーション,PTC-A0092,協力会社C,2Dアートチーム,2019-11,175.7
PJ-2019-A,エフェクト,EMP-A0066,自社,アート部,2019-11,125.4
PJ-2019-A,エフェクト,PTB-A0082,協力会社B,3DCGチーム,2019-11,91.4
PJ-2019-A,エンジン開発,PTA-A0047,協力会社A,開発支援チーム,2019-11,107.9
PJ-2019-A,エンジン開発,PTA-A0048,協力会社A,開発支援チーム,2019-11,147.3
PJ-2019-A,キャラクターモデリング,EMP-A0060,自社,アート部,2019-11,224.6
PJ-2019-A,キャラクターモデリング,PTB-A0074,協力会社B,3DCGチーム,2019-11,102.5
PJ-2019-A,キャラクターモデリング,PTB-A0079,協力会社B,3DCGチーム,2019-11,90.7
PJ-2019-A,キャラクターモデリング,PTC-A0092,協力会社C,2Dアートチーム,2019-11,28.9
PJ-2019-A,クライアント実装,EMP-A0028,自社,第1開発部,2019-11,70.8
PJ-2019-A,クライアント実装,EMP-A0034,自社,第1開発部,2019-11,43.0
PJ-2019-A,クライアント実装,EMP-A0036,自社,第1開発部,2019-11,110.4
PJ-2019-A,クライアント実装,EMP-A0038,自社,第2開発部,2019-11,198.3
PJ-2019-A,クライアント実装,EMP-A0040,自社,第2開発部,2019-11,39.6
PJ-2019-A,クライアント実装,PTA-A0043,協力会社A,開発支援チーム,2019-11,152.5
PJ-2019-A,ゲームバランス調整,EMP-A0015,自社,ゲームデザイン部,2019-11,207.0
PJ-2019-A,ゲームバランス調整,EMP-A0018,自社,ゲームデザイン部,2019-11,49.7
PJ-2019-A,サーバ実装,EMP-A0033,自社,第1開発部,2019-11,124.8
PJ-2019-A,サーバ実装,EMP-A0034,自社,第1開発部,2019-11,95.8
PJ-2019-A,サーバ実装,PTA-A0043,協力会社A,開発支援チーム,2019-11,80.0
PJ-2019-A,シナリオ執筆,EMP-A0009,自社,ゲームデザイン部,2019-11,54.1
PJ-2019-A,シナリオ執筆,EMP-A0014,自社,ゲームデザイン部,2019-11,79.9
PJ-2019-A,シナリオ執筆,EMP-A0015,自社,ゲームデザイン部,2019-11,146.7
PJ-2019-A,シナリオ執筆,PTA-A0020,協力会社A,GDチーム,2019-11,153.9
PJ-2019-A,ツール開発,EMP-A0030,自社,第1開発部,2019-11,142.9
PJ-2019-A,ツール開発,EMP-A0037,自社,第2開発部,2019-11,64.7
PJ-2019-A,デバッグ,PTC-A0122,協力会社C,デバッグチーム,2019-11,9.8
PJ-2019-A,バトルデザイン,EMP-A0012,自社,ゲームデザイン部,2019-11,34.4
PJ-2019-A,バトルデザイン,EMP-A0015,自社,ゲームデザイン部,2019-11,159.7
PJ-2019-A,バトルデザイン,EMP-A0016,自社,ゲームデザイン部,2019-11,94.6
PJ-2019-A,バトルデザイン,EMP-A0018,自社,ゲームデザイン部,2019-11,112.5
PJ-2019-A,プロジェクト管理,EMP-A0129,自社,PMO,2019-11,127.9
PJ-2019-A,プロジェクト管理,EMP-A0130,自社,PMO,2019-11,88.5
PJ-2019-A,プロジェクト管理,EMP-A0131,自社,PMO,2019-11,107.2
PJ-2019-A,プロトタイプ制作,EMP-A0001,自社,企画部,2019-11,77.5
PJ-2019-A,プロトタイプ制作,EMP-A0002,自社,企画部,2019-11,86.9
PJ-2019-A,プロトタイプ制作,EMP-A0003,自社,企画部,2019-11,103.0
PJ-2019-A,プロトタイプ制作,EMP-A0004,自社,企画部,2019-11,93.7
PJ-2019-A,プロトタイプ制作,EMP-A0007,自社,企画部,2019-11,177.6
PJ-2019-A,ボイス収録,EMP-A0096,自社,サウンド部,2019-11,22.1
PJ-2019-A,レベルデザイン,EMP-A0010,自社,ゲームデザイン部,2019-11,176.6
PJ-2019-A,レベルデザイン,EMP-A0014,自社,ゲームデザイン部,2019-11,153.1
PJ-2019-A,レベルデザイン,EMP-A0017,自社,ゲームデザイン部,2019-11,123.5
PJ-2019-A,レベルデザイン,EMP-A0018,自社,ゲームデザイン部,2019-11,43.0
PJ-2019-A,レベルデザイン,EMP-A0019,自社,ゲームデザイン部,2019-11,84.7
PJ-2019-A,企画書作成,EMP-A0003,自社,企画部,2019-11,183.5
PJ-2019-A,企画書作成,EMP-A0007,自社,企画部,2019-11,73.1
PJ-2019-A,企画立案,EMP-A0001,自社,企画部,2019-11,149.3
PJ-2019-A,企画立案,EMP-A0002,自社,企画部,2019-11,52.0
PJ-2019-A,企画立案,EMP-A0004,自社,企画部,2019-11,146.2
PJ-2019-A,企画立案,EMP-A0007,自社,企画部,2019-11,58.9
PJ-2019-A,市場調査,EMP-A0002,自社,企画部,2019-11,114.5
PJ-2019-A,市場調査,EMP-A0005,自社,企画部,2019-11,75.9
PJ-2019-A,最適化,EMP-A0026,自社,第1開発部,2019-11,41.1
PJ-2019-A,最適化,EMP-A0034,自社,第1開発部,2019-11,137.0
PJ-2019-A,最適化,PTB-A0050,協力会社B,エンジニアリングチーム,2019-11,103.5
PJ-2019-A,移植対応,EMP-A0026,自社,第1開発部,2019-11,139.2
PJ-2019-A,移植対応,EMP-A0037,自社,第2開発部,2019-11,57.4
PJ-2019-A,背景モデリング,EMP-A0055,自社,アート部,2019-11,98.4
PJ-2019-A,背景モデリング,PTB-A0077,協力会社B,3DCGチーム,2019-11,83.6
PJ-2019-A,背景モデリング,PTB-A0081,協力会社B,3DCGチーム,2019-11,67.1
PJ-2019-A,背景モデリング,PTC-A0090,協力会社C,2Dアートチーム,2019-11,162.2
PJ-2019-A,進行管理,EMP-A0132,自社,PMO,2019-11,138.7
PJ-2019-A,2Dイラスト,EMP-A0053,自社,アート部,2019-12,83.7
PJ-2019-A,2Dイラスト,PTB-A0074,協力会社B,3DCGチーム,2019-12,73.5
PJ-2019-A,2Dイラスト,PTB-A0078,協力会社B,3DCGチーム,2019-12,131.1
PJ-2019-A,BGM制作,EMP-A0095,自社,サウンド部,2019-12,54.5
PJ-2019-A,QA計画・進行,PTC-A0120,協力会社C,デバッグチーム,2019-12,5.4
PJ-2019-A,SE制作,PTC-A0099,協力会社C,サウンドチーム,2019-12,50.7
PJ-2019-A,UI/UX設計,EMP-A0011,自社,ゲームデザイン部,2019-12,197.9
PJ-2019-A,UI/UX設計,EMP-A0016,自社,ゲームデザイン部,2019-12,71.3
PJ-2019-A,UIアート,EMP-A0058,自社,アート部,2019-12,102.0
PJ-2019-A,UIアート,EMP-A0064,自社,アート部,2019-12,54.5
PJ-2019-A,UIアート,EMP-A0068,自社,アート部,2019-12,133.4
PJ-2019-A,アニメーション,EMP-A0067,自社,アート部,2019-12,138.6
PJ-2019-A,アニメーション,EMP-A0068,自社,アート部,2019-12,126.0
PJ-2019-A,アニメーション,PTB-A0069,協力会社B,3DCGチーム,2019-12,102.3
PJ-2019-A,エフェクト,EMP-A0054,自社,アート部,2019-12,130.6
PJ-2019-A,エフェクト,EMP-A0062,自社,アート部,2019-12,125.5
PJ-2019-A,エンジン開発,EMP-A0036,自社,第1開発部,2019-12,206.5
PJ-2019-A,エンジン開発,EMP-A0041,自社,第2開発部,2019-12,55.9
PJ-2019-A,エンジン開発,PTA-A0048,協力会社A,開発支援チーム,2019-12,30.7
PJ-2019-A,キャラクターモデリング,EMP-A0058,自社,アート部,2019-12,106.3
PJ-2019-A,キャラクターモデリング,EMP-A0066,自社,アート部,2019-12,42.0
PJ-2019-A,キャラクターモデリング,PTB-A0075,協力会社B,3DCGチーム,2019-12,182.8
PJ-2019-A,キャラクターモデリング,PTB-A0078,協力会社B,3DCGチーム,2019-12,116.9
PJ-2019-A,クライアント実装,EMP-A0024,自社,第1開発部,2019-12,140.1
PJ-2019-A,クライアント実装,EMP-A0025,自社,第1開発部,2019-12,86.3
PJ-2019-A,クライアント実装,EMP-A0028,自社,第1開発部,2019-12,108.3
PJ-2019-A,クライアント実装,EMP-A0029,自社,第1開発部,2019-12,35.3
PJ-2019-A,クライアント実装,EMP-A0038,自社,第2開発部,2019-12,174.0
PJ-2019-A,クライアント実装,EMP-A0042,自社,第2開発部,2019-12,103.4
PJ-2019-A,ゲームバランス調整,EMP-A0013,自社,ゲームデザイン部,2019-12,88.9
PJ-2019-A,ゲームバランス調整,EMP-A0015,自社,ゲームデザイン部,2019-12,92.8
PJ-2019-A,ゲームバランス調整,EMP-A0018,自社,ゲームデザイン部,2019-12,94.9
PJ-2019-A,サーバ実装,EMP-A0033,自社,第1開発部,2019-12,136.7
PJ-2019-A,サーバ実装,EMP-A0037,自社,第2開発部,2019-12,84.6
PJ-2019-A,サーバ実装,PTA-A0048,協力会社A,開発支援チーム,2019-12,101.4
PJ-2019-A,シナリオ執筆,EMP-A0009,自社,ゲームデザイン部,2019-12,107.0
PJ-2019-A,シナリオ執筆,EMP-A0013,自社,ゲームデザイン部,2019-12,107.2
PJ-2019-A,シナリオ執筆,EMP-A0015,自社,ゲームデザイン部,2019-12,144.0
PJ-2019-A,ツール開発,EMP-A0025,自社,第1開発部,2019-12,145.8
PJ-2019-A,ツール開発,EMP-A0030,自社,第1開発部,2019-12,86.1
PJ-2019-A,デバッグ,EMP-A0104,自社,QA部,2019-12,15.7
PJ-2019-A,バトルデザイン,EMP-A0009,自社,ゲームデザイン部,2019-12,91.7
PJ-2019-A,バトルデザイン,EMP-A0010,自社,ゲームデザイン部,2019-12,93.5
PJ-2019-A,バトルデザイン,EMP-A0011,自社,ゲームデザイン部,2019-12,126.8
PJ-2019-A,バトルデザイン,EMP-A0014,自社,ゲームデザイン部,2019-12,76.1
PJ-2019-A,プロジェクト管理,EMP-A0127,自社,PMO,2019-12,51.7
PJ-2019-A,プロジェクト管理,EMP-A0128,自社,PMO,2019-12,147.5
PJ-2019-A,プロジェクト管理,EMP-A0130,自社,PMO,2019-12,135.0
PJ-2019-A,プロトタイプ制作,EMP-A0002,自社,企画部,2019-12,152.2
PJ-2019-A,プロトタイプ制作,EMP-A0003,自社,企画部,2019-12,65.6
PJ-2019-A,プロトタイプ制作,EMP-A0005,自社,企画部,2019-12,76.2
PJ-2019-A,プロトタイプ制作,EMP-A0008,自社,企画部,2019-12,144.0
PJ-2019-A,ボイス収録,EMP-A0096,自社,サウンド部,2019-12,24.1
PJ-2019-A,レベルデザイン,EMP-A0009,自社,ゲームデザイン部,2019-12,116.9
PJ-2019-A,レベルデザイン,EMP-A0010,自社,ゲームデザイン部,2019-12,124.2
PJ-2019-A,レベルデザイン,EMP-A0012,自社,ゲームデザイン部,2019-12,118.2
PJ-2019-A,レベルデザイン,EMP-A0015,自社,ゲームデザイン部,2019-12,37.5
